,zip_code,CBSA Title,MSA_central_outlying,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic
576,38481,"Lawrenceburg, TN",Central,77.0,78.3,,0.0,0.0,Bottom 25% of geographies,7.4,,50.0,0.0,Bottom 25% of geographies,,51-75% of geographies,Bottom 25% of geographies
577,38482,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,76.9,76.0,100.0,100.0,100.0,Bottom 25% of geographies,14.4,,0.0,0.0,Bottom 25% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies
578,38483,"Lawrenceburg, TN",Central,88.0,87.7,100.0,,100.0,26-50% of geographies,14.7,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
579,38485,,Outlying,87.6,87.0,88.3,100.0,100.0,26-50% of geographies,17.5,4.9,100.0,0.0,26-50% of geographies,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies
580,38486,"Lawrenceburg, TN",Central,64.2,63.5,,,,Bottom 25% of geographies,17.4,,,,26-50% of geographies,,,
581,38487,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,78.1,73.5,100.0,100.0,,Bottom 25% of geographies,12.5,43.5,,,Bottom 25% of geographies,Top 25% of geographies,,
582,38488,,Outlying,82.2,82.0,,100.0,100.0,26-50% of geographies,22.9,,0.0,0.0,51-75% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies
583,38501,"Cookeville, TN",Central,85.7,85.6,90.4,84.9,80.5,26-50% of geographies,28.1,24.7,24.4,25.4,51-75% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies
584,38504,,Outlying,61.8,57.9,100.0,,,Bottom 25% of geographies,0.0,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
585,38506,"Cookeville, TN",Central,85.3,86.4,65.1,99.0,50.6,26-50% of geographies,30.0,11.3,28.1,15.8,51-75% of geographies,26-50% of geographies,26-50% of geographies,51-75% of geographies
586,38541,"Cookeville, TN",Outlying,83.3,83.1,,,,26-50% of geographies,15.0,,,,26-50% of geographies,,,
587,38542,"Cookeville, TN",Outlying,0.0,0.0,,,,Bottom 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
588,38543,"Cookeville, TN",Outlying,82.5,81.2,,,100.0,26-50% of geographies,28.0,,,0.0,51-75% of geographies,,,Bottom 25% of geographies
589,38544,"Cookeville, TN",Central,90.7,90.7,39.3,100.0,97.0,51-75% of geographies,14.1,0.0,0.0,44.2,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies
590,38545,"Cookeville, TN",Outlying,80.6,86.4,100.0,,1.0,Bottom 25% of geographies,14.3,0.0,,2.2,Bottom 25% of geographies,Bottom 25% of geographies,,26-50% of geographies
591,38547,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,93.9,93.7,100.0,,100.0,Top 25% of geographies,19.6,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
592,38548,"Cookeville, TN",Central,97.5,97.4,100.0,100.0,,Top 25% of geographies,3.5,,,,Bottom 25% of geographies,,,
593,38549,,Outlying,72.9,71.8,,,100.0,Bottom 25% of geographies,15.6,0.0,,85.5,26-50% of geographies,Bottom 25% of geographies,,Top 25% of geographies
594,38551,,Outlying,79.0,78.7,90.2,90.9,100.0,Bottom 25% of geographies,6.7,7.8,90.9,0.0,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies
595,38552,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,90.6,89.8,,,,51-75% of geographies,16.8,,,,26-50% of geographies,,,
596,38553,,Outlying,87.0,86.3,,100.0,100.0,26-50% of geographies,32.8,,0.0,0.0,51-75% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies
597,38554,"Cookeville, TN",Outlying,85.7,86.3,,,100.0,26-50% of geographies,13.4,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
598,38555,"Crossville, TN",Central,89.1,89.5,100.0,100.0,82.7,51-75% of geographies,14.1,0.0,63.0,6.6,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies,26-50% of geographies
599,38556,,Outlying,79.3,78.8,,100.0,94.2,Bottom 25% of geographies,15.4,3.8,60.0,21.0,26-50% of geographies,26-50% of geographies,51-75% of geographies,51-75% of geographies
600,38558,"Crossville, TN",Central,91.5,91.2,,100.0,100.0,51-75% of geographies,30.7,,0.0,11.1,51-75% of geographies,,Bottom 25% of geographies,26-50% of geographies
601,38559,,Outlying,78.4,79.3,,,100.0,Bottom 25% of geographies,12.5,,,,Bottom 25% of geographies,,,
602,38560,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,64.7,63.8,,100.0,100.0,Bottom 25% of geographies,9.3,,100.0,0.0,Bottom 25% of geographies,,Top 25% of geographies,Bottom 25% of geographies
603,38562,"Cookeville, TN",Outlying,79.1,78.6,100.0,,88.5,Bottom 25% of geographies,11.5,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
604,38563,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,93.6,92.8,100.0,100.0,100.0,Top 25% of geographies,14.9,24.0,0.0,0.0,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
605,38564,"Cookeville, TN",Outlying,69.5,64.3,,,33.3,Bottom 25% of geographies,28.3,,,0.0,51-75% of geographies,,,Bottom 25% of geographies
606,38565,,Outlying,90.4,90.3,,,,51-75% of geographies,7.9,,,,Bottom 25% of geographies,,,
607,38567,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,92.5,92.4,,,,51-75% of geographies,25.4,,,,51-75% of geographies,,,
608,38568,"Cookeville, TN",Outlying,78.6,77.9,,,,Bottom 25% of geographies,8.9,,,,Bottom 25% of geographies,,,
609,38569,,Outlying,94.2,94.2,,,,Top 25% of geographies,51.7,,,,Top 25% of geographies,,,
610,38570,"Cookeville, TN",Outlying,77.0,77.5,52.1,59.2,85.8,Bottom 25% of geographies,14.1,0.0,0.0,17.9,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies
611,38571,"Crossville, TN",Central,85.5,85.7,26.7,78.0,100.0,26-50% of geographies,13.8,13.3,51.2,16.9,Bottom 25% of geographies,26-50% of geographies,51-75% of geographies,51-75% of geographies
612,38572,"Crossville, TN",Central,91.3,91.0,100.0,100.0,100.0,51-75% of geographies,15.3,,0.0,12.3,26-50% of geographies,,Bottom 25% of geographies,26-50% of geographies
613,38573,"Cookeville, TN",Outlying,81.2,81.2,,,,Bottom 25% of geographies,11.7,,,,Bottom 25% of geographies,,,
614,38574,"Cookeville, TN",Central,80.3,79.8,36.1,100.0,86.0,Bottom 25% of geographies,8.6,50.0,0.0,10.4,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies,26-50% of geographies
615,38575,,Outlying,72.9,81.3,,,0.0,Bottom 25% of geographies,31.0,,,0.0,51-75% of geographies,,,Bottom 25% of geographies
616,38577,,Outlying,91.3,91.3,,,,51-75% of geographies,14.1,,,,Bottom 25% of geographies,,,
617,38578,"Crossville, TN",Central,92.9,91.3,,,,51-75% of geographies,40.1,0.0,,,Top 25% of geographies,Bottom 25% of geographies,,
618,38579,,Outlying,81.2,79.5,,,0.0,Bottom 25% of geographies,23.4,,,0.0,51-75% of geographies,,,Bottom 25% of geographies
619,38580,"Cookeville, TN",Outlying,97.8,97.6,,,,Top 25% of geographies,12.8,,,,Bottom 25% of geographies,,,
620,38581,"McMinnville, TN",Central,77.4,76.7,0.0,100.0,63.4,Bottom 25% of geographies,10.5,0.0,0.0,17.1,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies
621,38582,"Cookeville, TN",Central,92.6,92.5,,,,51-75% of geographies,27.4,,,,51-75% of geographies,,,
622,38583,,Outlying,82.1,82.0,76.0,89.2,100.0,26-50% of geographies,13.8,16.2,16.7,11.7,Bottom 25% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
623,38585,,Outlying,73.6,73.0,,,0.0,Bottom 25% of geographies,5.8,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
624,38587,,Outlying,88.0,87.2,,,100.0,26-50% of geographies,19.7,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
625,38588,"Cookeville, TN",Outlying,76.3,76.2,,,,Bottom 25% of geographies,10.6,,,,Bottom 25% of geographies,,,
626,38589,,Outlying,69.4,69.4,,,,Bottom 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
627,42223,"Clarksville, TN-KY",Central,93.1,93.6,96.7,90.3,93.8,51-75% of geographies,18.6,19.1,60.9,17.2,26-50% of geographies,51-75% of geographies,51-75% of geographies,51-75% of geographies
